id,pop,River,sex,lat,lon,TOTAL_LENGTH_mm,Catch_date,Sample_comment,DataComment,Parent_offspring,Full_Sib,Half_Sib,Haplotype_IntermediateQC,yearcollect,Age,Cohort
GGA156,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,825,30/09/2013,NA,NA,NA,FS010,HS003,HT13,2014,2.030172875,2012
GGA157,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1070,30/09/2013,NA,NA,NA,FS006,HS015,HT13,2014,4.05994718,2010
GGA158,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,740,30/09/2013,Recaptured,NA,NA,FS017,HS012,HT13,2014,1.441426937,2012
GGA159,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1380,30/09/2013,NA,NA,NA,NA,NA,HT06,2014,7.887127456,2006
GGA160,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,750,30/09/2013,NA,NA,NA,NA,HS017,HT13,2014,1.50824036,2012
GGA161,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,910,1/10/2013,NA,NA,NA,NA,NA,HT25,2014,2.671469499,2011
GGA162,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,885,1/10/2013,NA,NA,NA,NA,NA,HT13,2014,2.476842761,2011
GGA163,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,920,1/10/2013,NA,NA,NA,NA,NA,HT24,2014,2.750819892,2011
GGA164,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,935,1/10/2013,NA,NA,PO001,NA,HS028,HT22,2014,2.87151225,2011
GGA165,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,770,1/10/2013,NA,NA,NA,NA,NA,HT13,2014,1.643759408,2012
GGA166,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,775,1/10/2013,NA,NA,NA,NA,HS029,HT25,2014,1.678042127,2012
GGA167,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,935,1/10/2013,NA,NA,NA,NA,NA,HT25,2014,2.87151225,2011
GGA168,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1000,1/10/2013,NA,NA,NA,NA,HS029,HT25,2014,3.419275306,2010
GGA169,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1055,1/10/2013,NA,NA,NA,NA,HS030,HT25,2014,3.917772356,2010
GGA170,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1610,1/10/2013,NA,NA,NA,NA,NA,HT25,2014,13.18681647,2001
GGA171,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1100,1/10/2013,NA,NA,NA,NA,HS031,HT06,2014,4.353020613,2009
GGA172,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1150,1/10/2013,NA,NA,NA,NA,NA,HT23,2014,4.869699263,2009
GGA173,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1330,1/10/2013,NA,NA,NA,NA,HS026,HT06,2014,7.115026432,2007
GGA174,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1010,1/10/2013,NA,NA,NA,NA,HS020,HT25,2014,3.507377789,2010
GGA175,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1155,1/10/2013,NA,NA,PO002,FS019,NA,HT25,2014,4.923469691,2009
GGA176,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,760,1/10/2013,NA,NA,NA,NA,NA,HT13,2014,1.57568056,2012
GGA177,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1110,1/10/2013,NA,NA,NA,NA,NA,HT13,2014,4.453428287,2009
GGA178,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,845,1/10/2013,NA,NA,NA,NA,NA,HT25,2014,2.176000849,2012
GGA179,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1070,1/10/2013,NA,NA,NA,NA,HS053,HT25,2014,4.05994718,2010
GGA180,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,885,1/10/2013,NA,NA,NA,NA,NA,HT07,2014,2.476842761,2011
GGA181,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,770,2/10/2013,NA,NA,NA,NA,NA,HT13,2014,1.643759408,2012
GGA182,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,805,2/10/2013,NA,NA,NA,FS013,NA,HT13,2014,1.887244259,2012
GGA183,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1030,2/10/2013,NA,NA,NA,NA,HS027,HT25,2014,3.686889553,2010
GGA184,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1520,2/10/2013,NA,NA,NA,NA,NA,HT25,2014,10.6328831,2003
GGA185,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1120,2/10/2013,NA,NA,NA,NA,HS005,HT13,2014,4.555258213,2009
GGA186,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1315,2/10/2013,NA,NA,NA,NA,HS057,HT25,2014,6.898688966,2007
GGA187,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1320,2/10/2013,NA,NA,NA,NA,NA,HT13,2014,6.970080542,2007
GGA188,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,860,2/10/2013,NA,NA,NA,NA,NA,HT25,2014,2.287346481,2011
GGA189,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,810,2/10/2013,NA,NA,NA,NA,NA,HT06,2014,1.922710895,2012
GGA190,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1025,2/10/2013,NA,NA,PO002,FS019,NA,HT25,2014,3.641589638,2010
GGA191,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1215,2/10/2013,NA,NA,NA,NA,HS032,HT25,2014,5.602187767,2008
GGA192,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,865,2/10/2013,NA,NA,NA,NA,NA,NA,2014,2.324848249,2011
GGA193,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1820,2/10/2013,NA,NA,NA,NA,NA,HT24,2014,51.66171319,1962
GGA194,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1200,2/10/2013,NA,NA,NA,NA,HS033,HT25,2014,5.426407064,2008
GGA195,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1385,2/10/2013,NA,NA,NA,NA,NA,HT13,2014,7.969101806,2006
GGA196,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,885,2/10/2013,NA,NA,NA,NA,NA,HT06,2014,2.476842761,2011
GGA197,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,850,2/10/2013,NA,NA,NA,NA,NA,NA,2014,2.212924775,2012
GGA198,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,780,2/10/2013,NA,NA,NA,NA,HS033,HT25,2014,1.712489115,2012
GGA199,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1060,2/10/2013,NA,NA,NA,NA,NA,NA,2014,3.964852241,2010
GGA200,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,970,2/10/2013,NA,NA,NA,NA,NA,HT25,2014,3.161266542,2011
GGA201,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1025,2/10/2013,NA,NA,NA,NA,HS034,HT25,2014,3.641589638,2010
GGA202,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,1520,2/10/2013,NA,NA,NA,NA,HS035,HT25,2014,10.6328831,2003
GGA203,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,675,3/10/2013,NA,NA,NA,NA,NA,NA,2014,1.021649225,2013
GGA204,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,795,3/10/2013,NA,NA,NA,NA,HS036,HT13,2014,1.816831623,2012
GGA205,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,760,3/10/2013,NA,NA,NA,NA,NA,NA,2014,1.57568056,2012
GGA206,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,745,3/10/2013,NA,NA,NA,NA,HS032,HT25,2014,1.47475603,2012
GGA207,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,720,3/10/2013,NA,NA,NA,NA,NA,NA,2014,1.309634564,2012
GGA208,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1135,3/10/2013,NA,NA,NA,NA,NA,NA,2014,4.710759718,2009
GGA209,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,905,3/10/2013,NA,NA,NA,NA,NA,NA,2014,2.632120344,2011
GGA210,Van Diemen Gulf,East Alligator River,M,-12.068099,132.590849,885,3/10/2013,NA,NA,NA,NA,NA,NA,2014,2.476842761,2011
GGA211,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,1015,3/10/2013,NA,NA,NA,NA,NA,NA,2014,3.551837254,2010
GGA212,Van Diemen Gulf,East Alligator River,F,-12.068099,132.590849,915,3/10/2013,NA,NA,NA,FS013,NA,HT13,2014,2.711035216,2011
GGA213,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,930,12/10/2013,NA,NA,NA,NA,HS024,HT22,2014,2.83105591,2011
GGA214,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,585,12/10/2013,NA,NA,NA,NA,HS037,HT13,2014,0.478135633,2013
GGA215,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,595,13/10/2013,NA,NA,NA,NA,NA,NA,2014,0.536536219,2013
GGA216,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,880,13/10/2013,NA,NA,NA,NA,HS002,HT06,2014,2.438541804,2011
GGA217,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,625,13/10/2013,NA,NA,NA,NA,HS019,HT25,2014,0.714639612,2013
GGA218,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1030,13/10/2013,NA,NA,NA,NA,HS001,HT06,2014,3.686889553,2010
GGA219,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,910,13/10/2013,NA,NA,NA,NA,HS017,HT13,2014,2.671469499,2011
GGA220,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,620,13/10/2013,NA,NA,NA,NA,NA,NA,2014,0.684647609,2013
GGA221,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,910,13/10/2013,NA,NA,NA,NA,HS002,HT13,2014,2.671469499,2011
GGA222,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,755,13/10/2013,NA,NA,NA,NA,NA,NA,2014,1.541881379,2012
GGA223,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1485,13/10/2013,NA,NA,NA,NA,NA,NA,2014,9.842078681,2004
GGA224,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1345,15/10/2013,NA,NA,NA,NA,NA,NA,2014,7.338076566,2006
GGA225,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1135,15/10/2013,NA,NA,NA,NA,HS007,HT06,2014,4.710759718,2009
GGA226,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1030,15/10/2013,NA,NA,NA,NA,HS008,HT06,2014,3.686889553,2010
GGA227,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,975,15/10/2013,NA,NA,NA,NA,NA,NA,2014,3.203630086,2011
GGA228,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,670,15/10/2013,NA,NA,NA,NA,HS017,HT13,2014,0.990351515,2013
GGA229,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,565,15/10/2013,NA,NA,NA,NA,NA,NA,2014,0.362738731,2013
GGA230,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,765,15/10/2013,NA,NA,NA,NA,NA,NA,2014,1.609639398,2012
GGA231,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,1230,22/10/2013,NA,NA,NA,NA,NA,HT13,2014,5.782374458,2008
GGA232,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,1135,22/10/2013,Recaptured,NA,NA,NA,NA,HT13,2014,4.710759718,2009
GGA233,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,1110,22/10/2013,NA,NA,NA,NA,NA,HT13,2014,4.453428287,2009
GGA234,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,615,22/10/2013,NA,NA,NA,NA,HS045,HT13,2014,0.65478021,2013
GGA235,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,1250,22/10/2013,NA,NA,NA,NA,HS044,HT13,2014,6.029871279,2008
GGA236,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,583,22/10/2013,NA,NA,NA,NA,NA,HT13,2014,0.466512231,2013
GGA237,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,710,22/10/2013,NA,NA,NA,NA,NA,HT13,2014,1.244633464,2013
GGA238,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,905,23/10/2013,NA,NA,NA,NA,NA,HT13,2014,2.632120344,2011
GGA239,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,770,23/10/2013,NA,NA,NA,FS027,NA,HT13,2014,1.643759408,2012
GGA240,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,625,23/10/2013,NA,NA,NA,NA,HS030,HT13,2014,0.714639612,2013
GGA241,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,900,23/10/2013,NA,NA,NA,NA,NA,HT13,2014,2.592985394,2011
GGA242,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,860,23/10/2013,NA,NA,NA,NA,HS030,HT13,2014,2.287346481,2012
GGA243,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,1035,23/10/2013,NA,NA,NA,NA,HS038,HT13,2014,3.732476722,2010
GGA244,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,775,23/10/2013,NA,NA,NA,NA,HS039,HT13,2014,1.678042127,2012
GGA245,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,910,23/10/2013,NA,NA,NA,NA,NA,HT13,2014,2.671469499,2011
GGA246,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,1070,23/10/2013,NA,NA,NA,NA,NA,HT13,2014,4.05994718,2010
GGA247,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,900,23/10/2013,NA,NA,NA,NA,HS040,HT13,2014,2.592985394,2011
GGA248,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,1330,23/10/2013,NA,NA,NA,NA,HS038,HT13,2014,7.115026432,2007
GGA249,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,1140,23/10/2013,NA,NA,NA,FS004,NA,HT13,2014,4.763350096,2009
GGA250,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,1140,23/10/2013,NA,NA,NA,FS004,NA,HT13,2014,4.763350096,2009
GGA251,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,1130,23/10/2013,NA,NA,NA,NA,NA,HT13,2014,4.658551264,2009
GGA252,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,975,24/10/2013,NA,NA,NA,NA,NA,HT13,2014,3.203630086,2011
GGA253,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,1320,24/10/2013,NA,NA,NA,NA,HS039,HT13,2014,6.970080542,2007
GGA254,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,760,11/11/2013,NA,NA,NA,NA,HS041,HT25,2014,1.57568056,2012
GGA255,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,633,12/11/2013,NA,NA,NA,NA,NA,NA,2014,0.762888602,2013
GGA256,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,750,12/11/2013,NA,NA,NA,FS008,NA,HT13,2014,1.50824036,2012
GGA257,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1080,12/11/2013,NA,NA,NA,NA,HS015,HT13,2014,4.156316889,2010
GGA258,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,765,10/12/2013,NA,NA,NA,FS011,HS006,HT06,2014,1.609639398,2012
GGA259,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1140,10/01/2014,NA,NA,NA,NA,HS008,HT06,2014,4.763350096,2009
GGA260,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,730,10/01/2014,NA,NA,NA,NA,HS010,HT06,2014,1.375228747,2013
GGA261,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,520,10/01/2014,NA,NA,NA,NA,HS004,HT13,2014,0.109675241,2014
GGA262,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,605,10/02/2014,NA,NA,NA,NA,NA,NA,2014,0.595415111,2014
GGA263,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,530,10/02/2014,NA,NA,NA,NA,NA,NA,2014,0.165146755,2014
GGA264,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1130,10/02/2014,NA,NA,NA,NA,HS004,HT06,2014,4.658551264,2009
GGA265,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1360,10/02/2014,NA,NA,NA,NA,NA,NA,2014,7.568269314,2007
GGA266,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,705,2/04/2014,NA,NA,NA,NA,HS034,HT06,2014,1.212351988,2013
GGA267,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,740,27/04/2014,NA,NA,NA,FS009,NA,HT06,2014,1.441426937,2013
GGA268,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,725,27/04/2014,NA,NA,NA,NA,NA,HT06,2014,1.342356844,2013
GGA269,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,700,27/04/2014,NA,NA,NA,NA,NA,NA,2014,1.18021482,2013
GGA270,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1420,27/04/2014,NA,NA,NA,NA,HS042,HT25,2014,8.570689268,2006
GGA271,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,685,27/04/2014,NA,NA,NA,NA,HS007,HT06,2014,1.0846564,2013
GGA272,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1040,27/04/2014,NA,NA,NA,NA,NA,NA,2014,3.778354814,2011
GGA273,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,950,27/04/2014,NA,NA,NA,NA,NA,NA,2014,2.994265476,2011
GGA274,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,810,27/04/2014,NA,NA,NA,NA,NA,NA,2014,1.922710895,2012
GGA275,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,945,27/04/2014,NA,NA,NA,NA,NA,NA,2014,2.953114404,2011
GGA276,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,830,28/04/2014,NA,NA,NA,NA,NA,NA,2014,2.066353488,2012
GGA277,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,995,28/04/2014,NA,NA,NA,NA,NA,NA,2014,3.375625672,2011
GGA278,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1240,28/04/2014,NA,NA,NA,NA,NA,NA,2014,5.905057855,2008
GGA279,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1050,29/04/2014,NA,NA,NA,NA,NA,NA,2014,3.870998785,2010
GGA280,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,810,29/04/2014,NA,NA,NA,NA,NA,NA,2014,1.922710895,2012
GGA281,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,660,29/04/2014,NA,NA,NA,NA,NA,NA,2014,0.928161918,2013
GGA282,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1190,5/05/2014,NA,NA,NA,NA,NA,NA,2014,5.311563206,2009
GGA283,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1240,5/05/2014,NA,NA,NA,NA,NA,NA,2014,5.905057855,2008
GGA284,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1015,5/05/2014,NA,NA,NA,NA,NA,NA,2014,3.551837254,2011
GGA285,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,940,5/05/2014,NA,NA,NA,NA,NA,NA,2014,2.912197546,2011
GGA286,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1405,5/05/2014,NA,NA,NA,NA,NA,NA,2014,8.306678967,2006
GGA287,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,820,7/05/2014,NA,NA,NA,NA,NA,NA,2014,1.994173438,2012
GGA288,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,950,7/05/2014,NA,NA,NA,NA,NA,NA,2014,2.994265476,2011
GGA289,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1410,7/05/2014,NA,NA,NA,NA,NA,NA,2014,8.393609562,2006
GGA290,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,800,7/05/2014,NA,NA,NA,NA,NA,NA,2014,1.851951735,2012
GGA291,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,965,7/05/2014,NA,NA,NA,NA,NA,NA,2014,3.119151175,2011
GGA292,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,730,7/05/2014,NA,NA,NA,NA,NA,NA,2014,1.375228747,2013
GGA293,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,910,7/05/2014,NA,NA,NA,NA,NA,NA,2014,2.671469499,2012
GGA294,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,710,7/05/2014,NA,NA,NA,NA,NA,NA,2014,1.244633464,2013
GGA295,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1175,8/05/2014,NA,NA,NA,NA,NA,NA,2014,5.142665713,2009
GGA296,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,880,9/05/2014,NA,NA,NA,NA,NA,NA,2014,2.438541804,2012
GGA297,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,980,9/05/2014,NA,NA,NA,NA,NA,NA,2014,3.246244749,2011
GGA298,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,995,9/05/2014,NA,NA,NA,NA,NA,NA,2014,3.375625672,2011
GGA299,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,850,9/05/2014,NA,NA,NA,NA,NA,NA,2014,2.212924775,2012
GGA300,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,755,10/05/2014,NA,NA,NA,NA,NA,NA,2014,1.541881379,2013
GGA301,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1115,10/05/2014,NA,NA,NA,NA,NA,NA,2014,4.504162955,2010
GGA302,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1195,10/05/2014,NA,NA,NA,NA,NA,NA,2014,5.368755812,2009
GGA303,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1010,10/05/2014,NA,NA,NA,NA,NA,NA,2014,3.507377789,2011
GGA304,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,820,31/07/2014,NA,NA,NA,NA,HS043,NA,2015,1.994173438,2013
GGA305,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,990,31/07/2014,NA,NA,NA,NA,NA,HT25,2015,3.332239466,2011
GGA306,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,770,1/08/2014,NA,NA,NA,NA,NA,HT13,2015,1.643759408,2013
GGA307,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,885,1/08/2014,NA,NA,NA,NA,NA,BADseq/Low coverage,2015,2.476842761,2012
GGA308,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1130,1/08/2014,NA,NA,NA,NA,NA,HT13,2015,4.658551264,2010
GGA309,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,910,1/08/2014,NA,NA,NA,NA,NA,HT13,2015,2.671469499,2012
GGA310,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1065,2/08/2014,NA,NA,NA,NA,HS043,HT22,2015,4.012242476,2011
GGA311,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1050,2/08/2014,NA,NA,NA,NA,NA,HT13,2015,3.870998785,2011
GGA312,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,875,8/09/2014,NA,NA,NA,NA,NA,NA,2015,2.400443821,2012
GGA313,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1425,8/09/2014,NA,NA,NA,NA,NA,NA,2015,8.660892116,2006
GGA314,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,932,9/09/2014,NA,NA,NA,NA,NA,NA,2015,2.847211136,2012
GGA315,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,885,9/09/2014,NA,NA,NA,NA,NA,NA,2015,2.476842761,2012
GGA316,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,920,9/09/2014,NA,NA,NA,NA,NA,NA,2015,2.750819892,2012
GGA317,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,885,9/09/2014,NA,NA,NA,NA,NA,NA,2015,2.476842761,2012
GGA318,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,825,10/09/2014,NA,NA,NA,NA,NA,NA,2015,2.030172875,2013
GGA319,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1085,10/09/2014,NA,NA,NA,NA,NA,NA,2015,4.204990552,2010
GGA320,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,612,10/09/2014,NA,NA,NA,NA,NA,NA,2015,0.636919151,2014
GGA321,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,845,10/09/2014,NA,NA,NA,NA,NA,NA,2015,2.176000849,2013
GGA322,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,745,10/09/2014,NA,NA,NA,NA,NA,NA,2015,1.47475603,2013
GGA323,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,655,10/09/2014,NA,NA,NA,NA,NA,NA,2015,0.897267704,2014
GGA324,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,845,10/09/2014,NA,NA,NA,NA,NA,NA,2015,2.176000849,2013
GGA325,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,820,10/09/2014,NA,NA,NA,NA,NA,NA,2015,1.994173438,2013
GGA326,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,766,14/10/2014,NA,NA,NA,NA,NA,NA,2015,1.616450457,2013
GGA327,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,860,14/10/2014,NA,NA,NA,NA,HS013,HT13,2015,2.287346481,2012
GGA328,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,1000,14/10/2014,NA,NA,NA,NA,NA,HT13,2015,3.419275306,2011
GGA329,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,1170,14/10/2014,NA,NA,NA,NA,NA,HT06,2015,5.087236968,2010
GGA330,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,1025,14/10/2014,NA,NA,NA,NA,HS031,HT13,2015,3.641589638,2011
GGA331,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,1015,14/10/2014,NA,NA,NA,NA,HS048,HT06,2015,3.551837254,2011
GGA332,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,782,14/10/2014,NA,NA,NA,NA,HS034,HT13,2015,1.726314259,2013
GGA333,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,1070,14/10/2014,NA,NA,NA,NA,HS044,HT13,2015,4.05994718,2011
GGA334,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,925,14/10/2014,NA,NA,NA,NA,HS045,HT13,2015,2.790825964,2012
GGA335,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,855,14/10/2014,NA,NA,NA,NA,HS046,HT13,2015,2.250039326,2013
GGA336,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,840,14/10/2014,Recaptured,NA,NA,NA,HS034,HT13,2015,2.1392656,2013
