id,INDIVIDUALS,pop,STRATA_name,lat,lon,sex ,CATCH_YEAR,INFO_DETAIL_AREA,FORK_LENGTH_CM
60118,NZ_11.238,SWPAC1,Pacific-SW_1,-43.6,165.8,F,2013,Newzealand,132
60111,NZ_8.150,SWPAC1,Pacific-SW_1,-43.6,165.8,F,2013,Newzealand,162
60119,NZ_11.241,SWPAC1,Pacific-SW_1,-43.6,165.8,F,2013,Newzealand,130
67696,Pg-VAOIOI-42,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
67697,Pg-VAOIOI-84,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
67691,Pg-VAOIOI-13,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
67699,Pg-VAOIOI-105,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
67692,Pg-VAOIOI-14,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
67700,Pg-VAOIOI-106,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
67693,Pg-VAOIOI-25,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
67701,Pg-VAOIOI-126,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
67694,Pg-VAOIOI-39,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
67695,Pg-VAOIOI-40,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
60088,Pg_AUS_01,SWPAC2,Pacific-SW_2,-33.4,152.1,F,2009,Australie-PortStephens,227
60131,NZ_23.530,SWPAC1,Pacific-SW_1,-43.6,165.8,F,2013,Newzealand,118
60096,Pg_AUS_09,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2010,Australie-LakeMacquarie,197.829
60104,NZ_1.2,SWPAC1,Pacific-SW_1,-43.6,165.8,M,2013,Newzealand,117
60089,Pg_AUS_02,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2009,Australie-PortStephens,224.645
60097,Pg_AUS_10,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2010,Australie-LakeMacquarie,210.399
60098,Pg_AUS_11,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2010,Australie-LakeMacquarie,191.125
60130,NZ_23.525,SWPAC1,Pacific-SW_1,-43.6,165.8,M,2013,Newzealand,88
60099,Pg_AUS_12,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2010,Australie-LakeMacquarie,212.913
60107,NZ_2.25,SWPAC1,Pacific-SW_1,-43.6,165.8,M,2013,Newzealand,139
60115,NZ_8.165,SWPAC1,Pacific-SW_1,-43.6,165.8,M,2013,Newzealand,172
60092,Pg_AUS_05,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2011,Australie-Wollongong,255.651
60100,Pg_AUS_13,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2010,Australie-PortStephens,NA
60093,Pg_AUS_06,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2011,Australie-Wollongong,269.897
60101,Pg_AUS_14,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2010,Australie-PortStephens,NA
60109,NZ_5.92,SWPAC1,Pacific-SW_1,-43.6,165.8,M,2013,Newzealand,148
60125,NZ_18.446,SWPAC1,Pacific-SW_1,-43.6,165.8,M,2013,Newzealand,169
60133,NZ_23.539,SWPAC1,Pacific-SW_1,-43.6,165.8,M,2013,Newzealand,113
60094,Pg_AUS_07,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2009,Australie-LakeMacquarie,239.729
60102,Pg_AUS_15,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2010,Australie-Kiama,186.935
60126,NZ_19.467,SWPAC1,Pacific-SW_1,-43.6,165.8,M,2013,Newzealand,161
60095,Pg_AUS_08,SWPAC2,Pacific-SW_2,-33.4,152.1,M,2010,Australie-LakeMacquarie,190.287
60127,NZ_19.471,SWPAC1,Pacific-SW_1,-43.6,165.8,M,2013,Newzealand,156
60103,Pg_AUS_16,SWPAC2,Pacific-SW_2,-33.4,152.1,NA,2009,Australie-PortStephens,NA
67698,Pg-VAOIOI-103,SWPAC3,Pacific-SW_3,-22,167,NA,2014,New_Caledonia,NA
